Race,Driver,LapNumber,Stint,Compound,TyreLife,Normalized_TyreLife,LapTime_Sec,Position,GapToAhead_Sec,GapToBehind_Sec,TrackTemp_C,AirTemp_C,IsPitInLap,PitNextLap
Japanese Grand Prix,ALO,13,1,SOFT,13,0.3714,91.205,1,4.711,3.998,32.3,21.7,0,0
Japanese Grand Prix,ALO,14,1,SOFT,14,0.4,90.477,8,3.822,3.678,44.8,25.2,0,0
Japanese Grand Prix,ALO,15,1,SOFT,15,0.4286,90.888,9,3.745,3.393,38.5,27.2,0,0
Japanese Grand Prix,ALO,16,1,SOFT,16,0.4571,91.204,4,1.894,1.581,35.4,29.1,0,0
Japanese Grand Prix,ALO,17,1,SOFT,17,0.4857,91.373,8,1.949,3.033,34.2,21.0,0,0
Japanese Grand Prix,ALO,18,1,SOFT,18,0.5143,91.181,5,1.469,3.749,42.2,24.1,0,0
Japanese Grand Prix,ALO,19,1,SOFT,19,0.5429,90.991,2,1.728,1.213,30.8,22.4,0,1
Japanese Grand Prix,ALO,20,1,SOFT,20,0.5714,91.588,18,1.418,3.62,43.8,23.9,1,0
Japanese Grand Prix,ALO,21,2,HARD,1,0.0286,90.354,1,4.738,4.324,42.7,29.2,0,0
Japanese Grand Prix,ALO,22,2,HARD,2,0.0571,90.364,10,1.613,2.306,40.8,28.8,0,0
Japanese Grand Prix,ALO,23,2,HARD,3,0.0857,90.987,6,4.262,3.913,34.8,21.0,0,0
Japanese Grand Prix,ALO,24,2,HARD,4,0.1143,90.129,2,0.924,3.123,30.8,23.4,0,0
Japanese Grand Prix,ALO,25,2,HARD,5,0.1429,90.61,14,4.474,1.252,33.3,21.3,0,0
Japanese Grand Prix,ALO,26,2,HARD,6,0.1714,91.15,15,2.289,1.447,37.8,29.2,0,0
Japanese Grand Prix,ALO,27,2,HARD,7,0.2,90.708,14,1.463,3.724,33.4,29.9,0,0
Japanese Grand Prix,ALO,28,2,HARD,8,0.2286,91.171,9,3.75,3.268,32.3,28.4,0,0
Japanese Grand Prix,ALO,29,2,HARD,9,0.2571,90.71,8,0.706,1.409,41.9,27.4,0,0
Japanese Grand Prix,ALO,30,2,HARD,10,0.2857,91.195,3,4.088,2.556,34.9,21.6,0,0
Japanese Grand Prix,ALO,31,2,HARD,11,0.3143,91.416,10,4.622,4.003,30.8,25.3,0,0
Japanese Grand Prix,ALO,32,2,HARD,12,0.3429,91.129,12,3.021,0.881,43.6,29.1,0,0
Japanese Grand Prix,ALO,33,2,HARD,13,0.3714,91.569,3,1.044,1.496,34.9,22.2,0,0
Japanese Grand Prix,ALO,34,2,HARD,14,0.4,91.589,3,3.018,3.582,44.5,29.3,0,0
Japanese Grand Prix,ALO,35,2,HARD,15,0.4286,92.021,3,0.876,0.525,30.4,25.6,0,0
Japanese Grand Prix,ALO,36,2,HARD,16,0.4571,91.817,1,1.34,4.526,33.7,20.9,0,0
Japanese Grand Prix,ALO,37,2,HARD,17,0.4857,91.599,1,0.998,4.153,42.4,28.0,0,0
Japanese Grand Prix,ALO,38,2,HARD,18,0.5143,91.992,5,3.455,4.267,35.6,28.7,0,0
Japanese Grand Prix,ALO,39,2,HARD,19,0.5429,91.772,4,3.293,2.389,39.2,27.6,0,0
Japanese Grand Prix,ALO,40,2,HARD,20,0.5714,91.747,19,3.324,4.709,34.5,23.6,0,0
Japanese Grand Prix,ALO,41,2,HARD,21,0.6,92.289,6,2.043,1.371,33.0,27.3,0,0
Japanese Grand Prix,ALO,42,2,HARD,22,0.6286,92.553,15,3.325,0.501,30.3,23.9,0,0
Japanese Grand Prix,ALO,43,2,HARD,23,0.6571,92.534,19,3.61,2.845,44.7,21.6,0,0
Japanese Grand Prix,ALO,44,2,HARD,24,0.6857,92.608,5,2.711,1.375,41.2,22.8,0,0
Japanese Grand Prix,ALO,45,2,HARD,25,0.7143,92.041,1,0.761,3.633,30.8,28.2,0,0
Japanese Grand Prix,ALO,46,2,HARD,26,0.7429,92.142,6,0.99,2.628,41.3,26.1,0,0
Japanese Grand Prix,ALO,47,2,HARD,27,0.7714,92.521,5,4.981,1.304,44.7,23.8,0,0
Japanese Grand Prix,ALO,48,2,HARD,28,0.8,92.444,6,2.807,1.161,38.3,21.4,0,0
Japanese Grand Prix,ALO,49,2,HARD,29,0.8286,92.898,12,1.932,1.17,41.9,26.0,0,0
Japanese Grand Prix,ALO,50,2,HARD,30,0.8571,92.858,12,1.281,2.18,36.3,23.0,0,0
Japanese Grand Prix,STR,1,1,SOFT,1,0.0286,89.022,15,4.513,4.87,41.8,25.4,0,0
Japanese Grand Prix,STR,2,1,SOFT,2,0.0571,88.817,1,1.192,2.653,38.1,24.9,0,0
Japanese Grand Prix,STR,3,1,SOFT,3,0.0857,89.158,17,2.874,2.004,33.1,28.0,0,0
Japanese Grand Prix,STR,4,1,SOFT,4,0.1143,89.353,11,1.028,3.442,42.8,29.3,0,0
Japanese Grand Prix,STR,5,1,SOFT,5,0.1429,89.55,3,4.229,2.415,30.9,25.6,0,0
Japanese Grand Prix,STR,6,1,SOFT,6,0.1714,89.084,1,0.839,4.813,36.5,26.2,0,0
Japanese Grand Prix,STR,7,1,SOFT,7,0.2,89.468,18,1.832,2.757,43.0,27.9,0,0
Japanese Grand Prix,STR,8,1,SOFT,8,0.2286,89.906,9,1.013,0.878,35.1,23.1,0,0
Japanese Grand Prix,STR,9,1,SOFT,9,0.2571,89.548,6,2.692,2.414,36.4,28.7,0,0
Japanese Grand Prix,STR,10,1,SOFT,10,0.2857,90.099,3,4.493,0.549,43.3,22.7,0,0
Japanese Grand Prix,STR,11,1,SOFT,11,0.3143,89.718,10,4.159,4.038,43.4,25.5,0,0
Japanese Grand Prix,STR,12,1,SOFT,12,0.3429,89.987,12,1.816,2.31,41.5,22.4,0,0
Japanese Grand Prix,STR,13,1,SOFT,13,0.3714,89.711,11,0.752,2.779,43.1,22.1,0,0
Japanese Grand Prix,STR,14,1,SOFT,14,0.4,90.157,14,4.632,1.618,39.2,24.0,0,0
Japanese Grand Prix,STR,15,1,SOFT,15,0.4286,90.142,14,4.179,2.902,35.1,26.6,0,0
Japanese Grand Prix,STR,16,1,SOFT,16,0.4571,89.584,5,0.755,1.264,34.3,22.8,0,0
Japanese Grand Prix,STR,17,1,SOFT,17,0.4857,89.925,9,4.233,3.63,38.6,21.9,0,0
Japanese Grand Prix,STR,18,1,SOFT,18,0.5143,90.432,13,2.5,4.322,39.2,22.9,0,1
Japanese Grand Prix,STR,19,1,SOFT,19,0.5429,90.711,17,4.519,2.041,45.0,20.0,1,0
Japanese Grand Prix,STR,20,2,HARD,1,0.0286,89.488,8,0.724,1.313,39.7,21.4,0,0
Japanese Grand Prix,STR,21,2,HARD,2,0.0571,90.099,14,3.31,1.569,37.5,29.3,0,0
Japanese Grand Prix,STR,22,2,HARD,3,0.0857,90.296,14,1.081,3.348,40.8,21.6,0,0
Japanese Grand Prix,STR,23,2,HARD,4,0.1143,89.764,17,3.775,1.327,37.7,20.9,0,0
Japanese Grand Prix,STR,24,2,HARD,5,0.1429,90.007,8,4.328,0.845,35.3,29.0,0,0
Japanese Grand Prix,STR,25,2,HARD,6,0.1714,89.961,3,4.589,2.833,31.1,21.1,0,0
Japanese Grand Prix,STR,26,2,HARD,7,0.2,89.95,1,4.731,3.618,43.0,23.7,0,0
Japanese Grand Prix,STR,27,2,HARD,8,0.2286,90.275,3,3.827,1.315,44.4,26.4,0,0
Japanese Grand Prix,STR,28,2,HARD,9,0.2571,89.968,19,4.821,1.743,33.7,25.6,0,0
Japanese Grand Prix,STR,29,2,HARD,10,0.2857,90.518,7,3.539,2.97,30.1,20.4,0,0
Japanese Grand Prix,STR,30,2,HARD,11,0.3143,90.637,2,1.006,3.559,33.9,24.8,0,0
Japanese Grand Prix,STR,31,2,HARD,12,0.3429,90.268,7,3.533,2.918,36.7,26.3,0,0
Japanese Grand Prix,STR,32,2,HARD,13,0.3714,90.313,1,2.963,2.945,44.6,23.7,0,0
Japanese Grand Prix,STR,33,2,HARD,14,0.4,90.784,6,4.916,2.832,43.9,24.1,0,0
Japanese Grand Prix,STR,34,2,HARD,15,0.4286,90.678,3,3.106,0.69,38.8,22.7,0,0
Japanese Grand Prix,STR,35,2,HARD,16,0.4571,91.066,13,1.374,4.883,35.4,26.0,0,0
Japanese Grand Prix,STR,36,2,HARD,17,0.4857,90.765,15,0.894,2.217,37.6,22.7,0,0
Japanese Grand Prix,STR,37,2,HARD,18,0.5143,91.266,18,4.777,3.314,42.3,26.5,0,0
Japanese Grand Prix,STR,38,2,HARD,19,0.5429,91.109,8,4.75,1.728,32.5,24.8,0,0
Japanese Grand Prix,STR,39,2,HARD,20,0.5714,90.919,14,2.043,4.86,40.4,24.0,0,0
Japanese Grand Prix,STR,40,2,HARD,21,0.6,91.435,14,2.102,1.264,31.6,29.1,0,0
Japanese Grand Prix,STR,41,2,HARD,22,0.6286,91.291,3,2.085,2.429,42.4,27.7,0,0
Japanese Grand Prix,STR,42,2,HARD,23,0.6571,91.308,17,3.707,3.357,35.8,29.1,0,0
Japanese Grand Prix,STR,43,2,HARD,24,0.6857,91.525,3,0.895,2.657,40.9,25.7,0,0
Japanese Grand Prix,STR,44,2,HARD,25,0.7143,91.188,14,2.941,4.815,33.1,26.5,0,0
Japanese Grand Prix,STR,45,2,HARD,26,0.7429,91.413,7,1.268,4.401,35.9,29.2,0,0
Japanese Grand Prix,STR,46,2,HARD,27,0.7714,91.76,8,3.261,2.354,39.8,30.0,0,0
Japanese Grand Prix,STR,47,2,HARD,28,0.8,91.616,15,2.926,2.797,32.4,23.7,0,0
Japanese Grand Prix,STR,48,2,HARD,29,0.8286,91.833,16,3.929,1.683,30.7,20.0,0,0
Japanese Grand Prix,STR,49,2,HARD,30,0.8571,91.658,18,2.616,2.886,34.0,26.4,0,0
Japanese Grand Prix,STR,50,2,HARD,31,0.8857,91.87,16,1.846,3.913,33.1,25.4,0,0
Japanese Grand Prix,STR,51,2,HARD,32,0.9143,92.172,2,3.027,3.618,38.0,24.3,0,0
Japanese Grand Prix,STR,52,2,HARD,33,0.9429,92.557,19,3.766,4.056,34.3,23.9,0,0
Chinese Grand Prix,VER,1,1,MEDIUM,1,0.0286,89.458,8,1.342,2.769,42.7,22.4,0,0
Chinese Grand Prix,VER,2,1,MEDIUM,2,0.0571,88.835,3,2.275,4.939,36.5,23.1,0,0
Chinese Grand Prix,VER,3,1,MEDIUM,3,0.0857,89.071,6,0.865,1.924,44.5,21.5,0,0
Chinese Grand Prix,VER,4,1,MEDIUM,4,0.1143,89.054,3,1.337,0.522,37.6,25.6,0,0
Chinese Grand Prix,VER,5,1,MEDIUM,5,0.1429,89.552,7,2.938,1.489,39.8,29.0,0,0
Chinese Grand Prix,VER,6,1,MEDIUM,6,0.1714,89.956,9,1.354,4.669,30.5,24.6,0,0
Chinese Grand Prix,VER,7,1,MEDIUM,7,0.2,89.984,2,3.927,3.633,33.6,21.2,0,0
Chinese Grand Prix,VER,8,1,MEDIUM,8,0.2286,89.475,18,4.537,2.474,33.5,24.1,0,0
Chinese Grand Prix,VER,9,1,MEDIUM,9,0.2571,89.72,6,3.214,1.156,40.9,22.1,0,0
Chinese Grand Prix,VER,10,1,MEDIUM,10,0.2857,90.029,2,4.696,1.566,40.4,29.8,0,0
Chinese Grand Prix,VER,11,1,MEDIUM,11,0.3143,90.291,7,2.012,1.264,38.7,24.8,0,0
Chinese Grand Prix,VER,12,1,MEDIUM,12,0.3429,90.343,8,2.486,2.024,34.4,22.1,0,0
Chinese Grand Prix,VER,13,1,MEDIUM,13,0.3714,90.076,6,4.765,1.079,30.5,24.1,0,0
Chinese Grand Prix,VER,14,1,MEDIUM,14,0.4,90.203,19,3.507,3.726,38.7,29.6,0,0
Chinese Grand Prix,VER,15,1,MEDIUM,15,0.4286,90.223,9,1.119,2.384,42.8,29.3,0,0
Chinese Grand Prix,VER,16,1,MEDIUM,16,0.4571,90.189,18,3.609,2.396,42.8,27.7,0,0
Chinese Grand Prix,VER,17,1,MEDIUM,17,0.4857,90.55,5,4.056,4.11,40.8,20.2,0,0
Chinese Grand Prix,VER,18,1,MEDIUM,18,0.5143,90.434,15,1.812,1.555,38.0,21.1,0,0
Chinese Grand Prix,VER,19,1,MEDIUM,19,0.5429,90.395,17,2.208,4.272,34.7,25.7,0,0
Chinese Grand Prix,VER,20,1,MEDIUM,20,0.5714,90.576,6,2.914,4.259,39.2,26.3,0,0
Chinese Grand Prix,VER,21,1,MEDIUM,21,0.6,91.022,11,0.59,1.134,40.2,27.5,0,1
Chinese Grand Prix,VER,22,1,MEDIUM,22,0.6286,90.926,4,1.525,0.945,36.5,21.3,1,0
Chinese Grand Prix,VER,23,2,HARD,1,0.0286,90.04,16,3.567,2.026,38.6,24.5,0,0
Chinese Grand Prix,VER,24,2,HARD,2,0.0571,89.596,4,1.981,3.071,33.7,26.5,0,0
Chinese Grand Prix,VER,25,2,HARD,3,0.0857,89.749,13,1.901,2.795,42.9,24.2,0,0
Chinese Grand Prix,VER,26,2,HARD,4,0.1143,90.182,13,4.354,1.895,35.9,23.6,0,0
Chinese Grand Prix,VER,27,2,HARD,5,0.1429,90.222,8,2.463,2.93,33.0,24.3,0,0
Chinese Grand Prix,VER,28,2,HARD,6,0.1714,89.734,18,3.501,2.512,44.0,28.5,0,0
Chinese Grand Prix,VER,29,2,HARD,7,0.2,89.83,18,4.427,1.838,33.9,23.8,0,0
Chinese Grand Prix,VER,30,2,HARD,8,0.2286,90.369,18,2.176,1.932,39.3,21.6,0,0
Chinese Grand Prix,VER,31,2,HARD,9,0.2571,90.356,13,3.148,2.917,41.8,25.6,0,0
Chinese Grand Prix,VER,32,2,HARD,10,0.2857,90.446,17,2.561,3.052,43.5,29.7,0,0
Chinese Grand Prix,VER,33,2,HARD,11,0.3143,90.75,2,1.223,3.799,36.5,24.5,0,0
Chinese Grand Prix,VER,34,2,HARD,12,0.3429,90.671,13,3.233,1.333,39.4,21.7,0,0
Chinese Grand Prix,VER,35,2,HARD,13,0.3714,90.541,6,2.992,4.721,40.9,25.5,0,0
Chinese Grand Prix,VER,36,2,HARD,14,0.4,90.547,17,2.665,0.706,30.1,29.9,0,0
Chinese Grand Prix,VER,37,2,HARD,15,0.4286,90.445,1,1.699,2.052,39.7,28.8,0,0
Chinese Grand Prix,VER,38,2,HARD,16,0.4571,91.184,12,2.095,4.782,39.6,27.9,0,0
Chinese Grand Prix,VER,39,2,HARD,17,0.4857,90.666,5,2.567,0.849,44.4,28.8,0,0
Chinese Grand Prix,VER,40,2,HARD,18,0.5143,91.151,19,1.905,1.783,41.0,22.8,0,0
Chinese Grand Prix,VER,41,2,HARD,19,0.5429,90.866,10,2.059,3.985,33.9,23.3,0,0
Chinese Grand Prix,VER,42,2,HARD,20,0.5714,91.52,8,4.708,1.81,37.8,23.9,0,0
Chinese Grand Prix,VER,43,2,HARD,21,0.6,91.202,18,1.829,3.961,35.9,27.3,0,0
Chinese Grand Prix,VER,44,2,HARD,22,0.6286,91.379,5,4.608,3.897,33.4,28.9,0,0
Chinese Grand Prix,VER,45,2,HARD,23,0.6571,91.708,10,4.099,3.414,30.1,22.5,0,0
Chinese Grand Prix,VER,46,2,HARD,24,0.6857,90.995,11,1.274,2.393,42.5,20.2,0,0
Chinese Grand Prix,VER,47,2,HARD,25,0.7143,91.426,14,1.949,2.061,33.1,24.5,0,0
Chinese Grand Prix,VER,48,2,HARD,26,0.7429,91.35,4,1.557,2.491,32.3,26.0,0,0
Chinese Grand Prix,VER,49,2,HARD,27,0.7714,91.509,1,0.62,0.914,40.3,24.3,0,0
Chinese Grand Prix,VER,50,2,HARD,28,0.8,91.49,3,4.07,0.654,44.7,28.7,0,0
Chinese Grand Prix,VER,51,2,HARD,29,0.8286,91.632,14,1.585,2.739,44.2,24.4,0,0
Chinese Grand Prix,VER,52,2,HARD,30,0.8571,91.996,18,1.695,2.504,40.7,23.8,0,0
Chinese Grand Prix,HAM,1,1,SOFT,1,0.0286,91.084,8,0.646,3.411,38.3,26.7,0,0
Chinese Grand Prix,HAM,2,1,SOFT,2,0.0571,90.701,7,3.167,2.727,44.2,27.5,0,0
Chinese Grand Prix,HAM,3,1,SOFT,3,0.0857,90.672,19,4.848,4.882,30.6,29.5,0,0
Chinese Grand Prix,HAM,4,1,SOFT,4,0.1143,91.763,10,1.081,4.358,38.4,28.6,0,0
Chinese Grand Prix,HAM,5,1,SOFT,5,0.1429,91.103,19,0.874,4.619,36.1,23.9,0,0
Chinese Grand Prix,HAM,6,1,SOFT,6,0.1714,91.517,10,4.929,1.342,43.0,23.9,0,0
Chinese Grand Prix,HAM,7,1,SOFT,7,0.2,91.04,6,4.432,0.737,43.3,22.2,0,0
Chinese Grand Prix,HAM,8,1,SOFT,8,0.2286,91.298,11,3.728,1.091,44.1,29.0,0,0
Chinese Grand Prix,HAM,9,1,SOFT,9,0.2571,91.358,18,3.778,4.536,30.8,21.4,0,0
Chinese Grand Prix,HAM,10,1,SOFT,10,0.2857,91.558,13,3.286,0.651,36.0,25.8,0,0
Chinese Grand Prix,HAM,11,1,SOFT,11,0.3143,91.498,12,2.321,2.431,33.4,24.6,0,0
Chinese Grand Prix,HAM,12,1,SOFT,12,0.3429,92.078,6,4.327,1.154,30.4,29.3,0,0
Chinese Grand Prix,HAM,13,1,SOFT,13,0.3714,92.505,12,1.916,2.669,44.5,26.7,0,0
Chinese Grand Prix,HAM,14,1,SOFT,14,0.4,92.401,15,2.405,3.983,44.6,23.6,0,0
Chinese Grand Prix,HAM,15,1,SOFT,15,0.4286,92.244,16,0.543,1.567,33.5,24.2,0,0
Chinese Grand Prix,HAM,16,1,SOFT,16,0.4571,92.067,1,2.556,2.349,38.3,22.4,0,0
Chinese Grand Prix,HAM,17,1,SOFT,17,0.4857,92.066,6,2.712,0.583,32.2,23.8,0,0
Chinese Grand Prix,HAM,18,1,SOFT,18,0.5143,92.141,3,1.611,1.892,43.3,23.0,0,1
Chinese Grand Prix,HAM,19,1,SOFT,19,0.5429,92.014,7,2.673,1.842,42.7,26.0,1,0
Chinese Grand Prix,HAM,20,2,HARD,1,0.0286,91.543,7,4.053,3.532,39.1,20.5,0,0
Chinese Grand Prix,HAM,21,2,HARD,2,0.0571,91.74,9,1.042,1.146,39.9,26.6,0,0
Chinese Grand Prix,HAM,22,2,HARD,3,0.0857,92.13,16,2.524,3.258,40.3,25.1,0,0
Chinese Grand Prix,HAM,23,2,HARD,4,0.1143,92.501,11,2.216,1.334,35.3,23.4,0,0
Chinese Grand Prix,HAM,24,2,HARD,5,0.1429,91.944,19,2.839,3.568,36.7,22.4,0,0
Chinese Grand Prix,HAM,25,2,HARD,6,0.1714,92.213,16,1.936,4.338,33.3,21.8,0,0
Chinese Grand Prix,HAM,26,2,HARD,7,0.2,92.215,4,3.595,2.621,43.1,24.4,0,0
Chinese Grand Prix,HAM,27,2,HARD,8,0.2286,92.417,8,3.911,4.99,43.5,29.3,0,0
Chinese Grand Prix,HAM,28,2,HARD,9,0.2571,92.279,18,4.875,3.013,35.6,28.9,0,0
Chinese Grand Prix,HAM,29,2,HARD,10,0.2857,91.96,11,3.639,0.735,38.0,23.0,0,0
Chinese Grand Prix,HAM,30,2,HARD,11,0.3143,92.395,18,1.307,3.08,44.8,22.9,0,0
Chinese Grand Prix,HAM,31,2,HARD,12,0.3429,92.584,17,3.934,1.259,39.5,20.9,0,0
Chinese Grand Prix,HAM,32,2,HARD,13,0.3714,93.039,6,4.141,2.033,35.8,27.6,0,0
Chinese Grand Prix,HAM,33,2,HARD,14,0.4,93.227,8,0.995,3.019,33.7,29.8,0,0
Chinese Grand Prix,HAM,34,2,HARD,15,0.4286,92.432,8,4.716,0.505,43.4,23.1,0,0
Chinese Grand Prix,HAM,35,2,HARD,16,0.4571,92.652,8,1.461,4.576,43.5,21.0,0,1
Chinese Grand Prix,HAM,36,2,HARD,17,0.4857,92.813,17,3.866,1.497,33.3,29.5,1,0
Chinese Grand Prix,HAM,37,3,MEDIUM,1,0.0286,91.186,14,0.948,4.664,38.4,22.5,0,0
Chinese Grand Prix,HAM,38,3,MEDIUM,2,0.0571,91.524,17,3.758,1.337,43.6,28.3,0,0
Chinese Grand Prix,HAM,39,3,MEDIUM,3,0.0857,91.381,5,3.56,4.723,39.6,23.6,0,0
Chinese Grand Prix,HAM,40,3,MEDIUM,4,0.1143,91.504,12,3.553,3.785,33.2,20.8,0,0
Chinese Grand Prix,HAM,41,3,MEDIUM,5,0.1429,91.4,1,1.932,1.156,44.3,20.8,0,0
Chinese Grand Prix,HAM,42,3,MEDIUM,6,0.1714,91.506,19,1.328,2.591,30.2,24.8,0,0
Chinese Grand Prix,HAM,43,3,MEDIUM,7,0.2,91.783,5,2.698,0.621,40.6,23.9,0,0
Chinese Grand Prix,HAM,44,3,MEDIUM,8,0.2286,92.244,17,4.164,3.957,42.0,28.8,0,0
Chinese Grand Prix,HAM,45,3,MEDIUM,9,0.2571,91.921,19,1.433,4.668,33.2,22.6,0,0
Chinese Grand Prix,HAM,46,3,MEDIUM,10,0.2857,92.198,18,1.765,1.68,33.3,27.1,0,0
Chinese Grand Prix,HAM,47,3,MEDIUM,11,0.3143,92.166,17,1.629,1.638,39.4,27.6,0,0
Chinese Grand Prix,HAM,48,3,MEDIUM,12,0.3429,92.109,16,3.26,1.398,33.9,27.5,0,0
Chinese Grand Prix,HAM,49,3,MEDIUM,13,0.3714,92.292,5,0.552,4.847,37.1,28.0,0,0
Chinese Grand Prix,HAM,50,3,MEDIUM,14,0.4,92.435,14,1.859,2.444,37.9,22.7,0,0
Chinese Grand Prix,HAM,51,3,MEDIUM,15,0.4286,92.417,19,1.285,3.151,33.8,22.6,0,0
Chinese Grand Prix,HAM,52,3,MEDIUM,16,0.4571,92.738,10,1.323,4.779,42.6,23.9,0,0
Chinese Grand Prix,HAM,53,3,MEDIUM,17,0.4857,92.726,15,1.587,2.707,31.1,20.3,0,0
Chinese Grand Prix,LEC,1,1,SOFT,1,0.0286,90.871,17,3.523,2.442,31.7,21.0,0,0
Chinese Grand Prix,LEC,2,1,SOFT,2,0.0571,90.715,3,1.077,2.804,34.2,21.6,0,0
Chinese Grand Prix,LEC,3,1,SOFT,3,0.0857,91.169,19,3.773,4.24,31.9,21.4,0,0
Chinese Grand Prix,LEC,4,1,SOFT,4,0.1143,90.918,9,4.413,0.825,43.1,25.2,0,0
Chinese Grand Prix,LEC,5,1,SOFT,5,0.1429,91.299,19,1.894,1.837,34.6,28.8,0,0
Chinese Grand Prix,LEC,6,1,SOFT,6,0.1714,91.46,5,0.564,4.568,30.7,23.2,0,0
Chinese Grand Prix,LEC,7,1,SOFT,7,0.2,91.613,8,1.892,3.394,43.2,24.0,0,0
Chinese Grand Prix,LEC,8,1,SOFT,8,0.2286,91.397,11,3.525,4.78,37.3,24.7,0,0
Chinese Grand Prix,LEC,9,1,SOFT,9,0.2571,91.282,8,1.641,4.635,40.0,20.1,0,0
Chinese Grand Prix,LEC,10,1,SOFT,10,0.2857,91.709,17,3.575,3.759,43.4,27.6,0,0
Chinese Grand Prix,LEC,11,1,SOFT,11,0.3143,91.374,3,3.185,1.052,44.4,21.2,0,0
Chinese Grand Prix,LEC,12,1,SOFT,12,0.3429,91.899,5,3.742,3.659,36.8,25.2,0,0
Chinese Grand Prix,LEC,13,1,SOFT,13,0.3714,91.643,19,4.353,1.539,42.7,21.4,0,0
Chinese Grand Prix,LEC,14,1,SOFT,14,0.4,92.106,3,2.861,3.913,35.0,23.8,0,0
Chinese Grand Prix,LEC,15,1,SOFT,15,0.4286,91.999,16,1.459,0.967,35.2,27.5,0,0
Chinese Grand Prix,LEC,16,1,SOFT,16,0.4571,91.727,16,3.807,0.778,41.2,20.2,0,0
Chinese Grand Prix,LEC,17,1,SOFT,17,0.4857,92.565,16,1.447,3.634,34.6,28.7,0,1
Chinese Grand Prix,LEC,18,1,SOFT,18,0.5143,92.472,4,2.432,4.377,32.3,22.8,1,0
Chinese Grand Prix,LEC,19,2,HARD,1,0.0286,91.247,11,2.107,3.433,41.1,20.2,0,0
Chinese Grand Prix,LEC,20,2,HARD,2,0.0571,91.682,17,4.328,3.663,31.3,21.2,0,0
Chinese Grand Prix,LEC,21,2,HARD,3,0.0857,91.874,8,3.683,0.859,36.0,26.5,0,0
Chinese Grand Prix,LEC,22,2,HARD,4,0.1143,91.544,1,4.026,4.886,38.8,24.5,0,0
Chinese Grand Prix,LEC,23,2,HARD,5,0.1429,91.735,10,4.838,4.688,41.4,25.2,0,0
Chinese Grand Prix,LEC,24,2,HARD,6,0.1714,92.085,2,3.849,3.919,39.8,23.9,0,0
Chinese Grand Prix,LEC,25,2,HARD,7,0.2,91.756,15,1.995,0.541,33.0,21.1,0,0
Chinese Grand Prix,LEC,26,2,HARD,8,0.2286,92.07,2,3.609,3.572,42.6,21.3,0,0
Chinese Grand Prix,LEC,27,2,HARD,9,0.2571,92.442,1,0.963,0.849,38.9,21.9,0,0
Chinese Grand Prix,LEC,28,2,HARD,10,0.2857,92.586,4,4.621,2.741,36.0,27.5,0,0
Chinese Grand Prix,LEC,29,2,HARD,11,0.3143,92.34,3,3.434,2.691,41.9,29.2,0,0
Chinese Grand Prix,LEC,30,2,HARD,12,0.3429,92.871,12,4.917,4.24,43.7,22.5,0,0
Chinese Grand Prix,LEC,31,2,HARD,13,0.3714,92.172,6,2.016,0.968,38.6,25.8,0,0
Chinese Grand Prix,LEC,32,2,HARD,14,0.4,92.651,2,4.187,1.742,35.3,22.2,0,0
Chinese Grand Prix,LEC,33,2,HARD,15,0.4286,92.901,10,3.458,0.57,31.0,21.0,0,0
Chinese Grand Prix,LEC,34,2,HARD,16,0.4571,93.148,10,1.358,1.944,36.3,25.9,0,0
Chinese Grand Prix,LEC,35,2,HARD,17,0.4857,92.829,5,2.341,2.858,32.0,20.3,0,0
Chinese Grand Prix,LEC,36,2,HARD,18,0.5143,93.085,9,1.354,2.02,31.2,21.9,0,0
Chinese Grand Prix,LEC,37,2,HARD,19,0.5429,92.812,5,0.587,3.44,35.8,26.7,0,0
Chinese Grand Prix,LEC,38,2,HARD,20,0.5714,92.799,5,3.03,2.594,39.9,21.5,0,0
Chinese Grand Prix,LEC,39,2,HARD,21,0.6,93.343,7,3.967,4.847,37.7,24.7,0,0
Chinese Grand Prix,LEC,40,2,HARD,22,0.6286,93.433,11,1.96,4.094,33.2,25.5,0,0
Chinese Grand Prix,LEC,41,2,HARD,23,0.6571,93.473,12,4.39,3.233,30.0,28.1,0,0
Chinese Grand Prix,LEC,42,2,HARD,24,0.6857,93.165,19,3.336,2.489,39.4,21.5,0,0
Chinese Grand Prix,LEC,43,2,HARD,25,0.7143,93.262,19,1.466,1.341,36.8,27.5,0,0
Chinese Grand Prix,LEC,44,2,HARD,26,0.7429,93.777,17,2.391,4.86,40.4,27.2,0,0
Chinese Grand Prix,LEC,45,2,HARD,27,0.7714,93.724,12,3.659,4.865,36.5,24.1,0,0
Chinese Grand Prix,LEC,46,2,HARD,28,0.8,94.066,12,1.866,4.023,34.5,25.6,0,0
Chinese Grand Prix,LEC,47,2,HARD,29,0.8286,93.761,3,3.387,1.337,34.5,24.9,0,0
Chinese Grand Prix,LEC,48,2,HARD,30,0.8571,93.721,6,1.771,1.956,35.3,20.6,0,0
Chinese Grand Prix,LEC,49,2,HARD,31,0.8857,93.985,6,0.642,3.481,35.6,26.5,0,0
Chinese Grand Prix,LEC,50,2,HARD,32,0.9143,94.454,8,1.66,2.565,33.2,24.9,0,0
Chinese Grand Prix,LEC,51,2,HARD,33,0.9429,93.906,17,2.845,1.785,33.7,27.6,0,0
Chinese Grand Prix,LEC,52,2,HARD,34,0.9714,94.196,16,1.661,1.187,43.3,27.3,0,0
